file_id,path,first_seen,last_seen,commit_count,touches,bus_factor,sensitivity_score,sensitivity_tags
.wrangler-config/chunks/prepayment_DI60rxz8.mjs,.wrangler-config/chunks/prepayment_DI60rxz8.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/queue-publisher_D3CwF_TA.mjs,.wrangler-config/chunks/queue-publisher_D3CwF_TA.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/rbac_cfH-YcoZ.mjs,.wrangler-config/chunks/rbac_cfH-YcoZ.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/reconciliation_C1TpCyLz.mjs,.wrangler-config/chunks/reconciliation_C1TpCyLz.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/reject_DU4nWP51.mjs,.wrangler-config/chunks/reject_DU4nWP51.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/script_CSzDbyjI.mjs,.wrangler-config/chunks/script_CSzDbyjI.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/search_CVkLeTfK.mjs,.wrangler-config/chunks/search_CVkLeTfK.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/search_CzZBN1Ic.mjs,.wrangler-config/chunks/search_CzZBN1Ic.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/search_DyMyhzj2.mjs,.wrangler-config/chunks/search_DyMyhzj2.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/security_CY3I9xIU.mjs,.wrangler-config/chunks/security_CY3I9xIU.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/sequence_XySMyPne.mjs,.wrangler-config/chunks/sequence_XySMyPne.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/sessions_BoTS18Dm.mjs,.wrangler-config/chunks/sessions_BoTS18Dm.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/sitemap_B6g46jNp.mjs,.wrangler-config/chunks/sitemap_B6g46jNp.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/slips_B98uEZBN.mjs,.wrangler-config/chunks/slips_B98uEZBN.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/step-up_CqqCBoTo.mjs,.wrangler-config/chunks/step-up_CqqCBoTo.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/tinify_Bgri1Y52.mjs,.wrangler-config/chunks/tinify_Bgri1Y52.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/track_CV5TfOwA.mjs,.wrangler-config/chunks/track_CV5TfOwA.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/turnstile_DZLnxhOe.mjs,.wrangler-config/chunks/turnstile_DZLnxhOe.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/uploads__9ul-7Lp.mjs,.wrangler-config/chunks/uploads__9ul-7Lp.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/webhook_DwICHqBE.mjs,.wrangler-config/chunks/webhook_DwICHqBE.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/worker-entry_CjpE2ho_.mjs,.wrangler-config/chunks/worker-entry_CjpE2ho_.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/entry.mjs,.wrangler-config/entry.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
